Company: Organization Name,Company: Organization Permalink,Company: Industries,Company: Headquarters Location,Company: Description,Company: CB Rank (Organization),Company: Stage,Company: CB Rank (Company),Company: Founded Date,Company: Investor Type,Company: Investment Stage,Company: Number of Investments,Company: Number of Funding Rounds,Company: Funding Status,Company: Last Funding Type,Company: Total Funding Amount,Company: Last Funding Amount,Company: Number Of Investors,Company: Revenue Range,Organization Permalink,Organization Name,Announced Date,Transaction Name,Transaction Link,Number of Investors,Money Raised,Lead Investors
juna.ai,juna-ai,Artificial Intelligence (AI),Berlin,Juna.ai is a Agentic Process Control platform that autonomously runs complex industrial processes.,19103,seed,16935,2024-08-26,,,,1,Raised,seed,7500000,7500000,4,,juna-ai,juna.ai,"Nov 18, 2024",Seed Round - juna.ai,https://www.crunchbase.com/funding_round/juna-ai-seed--24d13e53,4,,Kleiner Perkins
Acrolinx,acrolinx-gmbh,"Artificial Intelligence (AI), Content Marketing, Enterprise Software, Software",Berlin,Acrolinx is a leading global provider of highly scalable and proven AI software for enterprise content creation.,19550,private_equity,17349,2002-01-01,,,,4,Raised,private_equity,60000000,,4,r_00010000,acrolinx-gmbh,Acrolinx,"May 11, 2022",Private Equity Round - Acrolinx,https://www.crunchbase.com/funding_round/acrolinx-gmbh-private-equity--1425e732,1,,EMH Partners
Acrolinx,acrolinx-gmbh,"Artificial Intelligence (AI), Content Marketing, Enterprise Software, Software",Berlin,Acrolinx is a leading global provider of highly scalable and proven AI software for enterprise content creation.,19550,private_equity,17349,2002-01-01,,,,4,Raised,private_equity,60000000,,4,r_00010000,acrolinx-gmbh,Acrolinx,"Jul 24, 2017",Private Equity Round - Acrolinx,https://www.crunchbase.com/funding_round/acrolinx-gmbh-private-equity--3f7aae29,1,,
Acrolinx,acrolinx-gmbh,"Artificial Intelligence (AI), Content Marketing, Enterprise Software, Software",Berlin,Acrolinx is a leading global provider of highly scalable and proven AI software for enterprise content creation.,19550,private_equity,17349,2002-01-01,,,,4,Raised,private_equity,60000000,,4,r_00010000,acrolinx-gmbh,Acrolinx,"Dec 22, 2014",Debt Financing - Acrolinx,https://www.crunchbase.com/funding_round/acrolinx-gmbh-debt-financing--1d21c1d8,1,,
Acrolinx,acrolinx-gmbh,"Artificial Intelligence (AI), Content Marketing, Enterprise Software, Software",Berlin,Acrolinx is a leading global provider of highly scalable and proven AI software for enterprise content creation.,19550,private_equity,17349,2002-01-01,,,,4,Raised,private_equity,60000000,,4,r_00010000,acrolinx-gmbh,Acrolinx,"Aug 1, 2009",Venture Round - Acrolinx,https://www.crunchbase.com/funding_round/acrolinx-gmbh-series-unknown--aa417f86,1,,ViewPoint Capital Partners
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Nov 15, 2022",Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--946782c1,1,,
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Feb 27, 2020",Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--096e332e,3,,"CommerzVentures, Viola FinTech"
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Oct 3, 2019",Grant - omni:us,https://www.crunchbase.com/funding_round/omnius-grant--90ba73c3,1,,European Innovation Council
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Jan 1, 2019",Grant - omni:us,https://www.crunchbase.com/funding_round/omnius-grant--c37b6fc5,1,,
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Oct 30, 2018",Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--8fb1f41d,4,,"MMC Ventures, Talis Capital, Target Global"
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Mar 20, 2018",Seed Round - omni:us,https://www.crunchbase.com/funding_round/omnius-seed--c669306f,3,,
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Oct 30, 2017",Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--88c0b6ca,1,,
omni:us,omnius,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",Berlin,omni:us is leading provider of AI-powered insurance end-2-end claims automation & subrogation detection.,20531,early_stage_venture,18251,2015-01-01,,,,8,Raised,series_a,58364315,14255540,20,r_00010000,omnius,omni:us,"Nov 17, 2016",Seed Round - omni:us,https://www.crunchbase.com/funding_round/omnius-seed--e9e78078,6,,Investitionsbank Berlin
Frontnow,frontnow,"Artificial Intelligence (AI), B2B, Enterprise Software, Generative AI, Retail Technology, SaaS",Berlin,Enterprise-Grade AI Supercharging Customer Experience,20684,seed,18389,2020-01-01,,,,3,Raised,seed,7092341,4152098,6,r_00001000,frontnow,Frontnow,"Mar 12, 2024",Seed Round - Frontnow,https://www.crunchbase.com/funding_round/frontnow-seed--baa0b201,3,,Peak
Frontnow,frontnow,"Artificial Intelligence (AI), B2B, Enterprise Software, Generative AI, Retail Technology, SaaS",Berlin,Enterprise-Grade AI Supercharging Customer Experience,20684,seed,18389,2020-01-01,,,,3,Raised,seed,7092341,4152098,6,r_00001000,frontnow,Frontnow,"May 15, 2023",Seed Round - Frontnow,https://www.crunchbase.com/funding_round/frontnow-seed--f7406241,1,,
Frontnow,frontnow,"Artificial Intelligence (AI), B2B, Enterprise Software, Generative AI, Retail Technology, SaaS",Berlin,Enterprise-Grade AI Supercharging Customer Experience,20684,seed,18389,2020-01-01,,,,3,Raised,seed,7092341,4152098,6,r_00001000,frontnow,Frontnow,"Apr 5, 2022",Pre Seed Round - Frontnow,https://www.crunchbase.com/funding_round/frontnow-pre-seed--accbbc5a,2,,
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Feb 8, 2022",Series B - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-b--29cca33f,6,,"Ahren Innovation Capital, Metaplanet, Vsquared Ventures"
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Jun 18, 2020",Series A - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-a--3218d9da,5,,M Ventures
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Oct 30, 2018",Series A - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-a--b69b5f35,4,,Project A Ventures
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Jun 27, 2017",Seed Round - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-seed--d515799a,3,,Vito Ventures
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Oct 1, 2016",Seed Round - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-seed--92970999,1,,
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Jan 8, 2016",Grant - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-grant--38049458,,,
Micropsi Industries,micropsi-industries,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,20928,early_stage_venture,18615,2014-06-15,,,,7,Raised,series_b,39518075,30000000,14,r_00001000,micropsi-industries,Micropsi Industries,"Jan 1, 2015",Angel Round - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-angel--ba26c8fb,3,,
Flank,legal-os,"Artificial Intelligence (AI), Information Technology, Legal, Software",Berlin,AI Workforce for Enterprise Governance,21542,seed,19174,2018-04-01,,,,5,Raised,seed,8200000,6000000,6,r_00001000,legal-os,Flank,"Jan 14, 2022",Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-seed--c2ccf096,4,,Gradient
Flank,legal-os,"Artificial Intelligence (AI), Information Technology, Legal, Software",Berlin,AI Workforce for Enterprise Governance,21542,seed,19174,2018-04-01,,,,5,Raised,seed,8200000,6000000,6,r_00001000,legal-os,Flank,"Oct 1, 2021",Pre Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-pre-seed--5b1ba517,1,,
Flank,legal-os,"Artificial Intelligence (AI), Information Technology, Legal, Software",Berlin,AI Workforce for Enterprise Governance,21542,seed,19174,2018-04-01,,,,5,Raised,seed,8200000,6000000,6,r_00001000,legal-os,Flank,"Jan 1, 2020",Non Equity Assistance - Flank,https://www.crunchbase.com/funding_round/legal-os-non-equity-assistance--a83191a9,1,,Google for Startups
Flank,legal-os,"Artificial Intelligence (AI), Information Technology, Legal, Software",Berlin,AI Workforce for Enterprise Governance,21542,seed,19174,2018-04-01,,,,5,Raised,seed,8200000,6000000,6,r_00001000,legal-os,Flank,"Jun 19, 2019",Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-seed--d36fe645,2,,HV Capital
Flank,legal-os,"Artificial Intelligence (AI), Information Technology, Legal, Software",Berlin,AI Workforce for Enterprise Governance,21542,seed,19174,2018-04-01,,,,5,Raised,seed,8200000,6000000,6,r_00001000,legal-os,Flank,"Oct 25, 2018",Pre Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-pre-seed--2d4fd054,,,
BlinkIN,blinkin,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",Baiern,BlinkIn is a SaaS based product that provides an intelligent and smart visual support  which help you solve your problem visually.,21721,seed,19331,2016-01-01,,,,2,Raised,grant,2465150,2465150,2,r_00001000,blinkin,BlinkIN,"Oct 21, 2022",Grant - BlinkIN,https://www.crunchbase.com/funding_round/blinkin-grant--5863a3aa,1,,European Innovation Council
BlinkIN,blinkin,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",Baiern,BlinkIn is a SaaS based product that provides an intelligent and smart visual support  which help you solve your problem visually.,21721,seed,19331,2016-01-01,,,,2,Raised,grant,2465150,2465150,2,r_00001000,blinkin,BlinkIN,"Nov 25, 2020",Seed Round - BlinkIN,https://www.crunchbase.com/funding_round/blinkin-seed--35790320,1,,NetApp Excellerator
Exazyme,exazyme,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical, Product Research",Berlin,Exazyme leverages advanced AI/ML tools to streamline protein design in the most efficient and effective way.,22267,seed,19831,2022-01-01,,,,2,Raised,seed,2400420,2174700,3,,exazyme,Exazyme,"May 15, 2023",Seed Round - Exazyme,https://www.crunchbase.com/funding_round/exazyme-seed--4ff95a4a,2,,
Exazyme,exazyme,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical, Product Research",Berlin,Exazyme leverages advanced AI/ML tools to streamline protein design in the most efficient and effective way.,22267,seed,19831,2022-01-01,,,,2,Raised,seed,2400420,2174700,3,,exazyme,Exazyme,"Nov 2, 2022",Pre Seed Round - Exazyme,https://www.crunchbase.com/funding_round/exazyme-pre-seed--173519f9,1,,
Deltia,deltia,"Analytics, Artificial Intelligence (AI), B2B, Computer Vision, Machine Learning, SaaS, Software",Berlin,Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,22481,seed,20032,2022-11-01,,,,2,Raised,seed,6392883,4812525,11,,deltia,Deltia,"Apr 26, 2024",Seed Round - Deltia,https://www.crunchbase.com/funding_round/deltia-seed--1fd46f1c,11,,NAP
Deltia,deltia,"Analytics, Artificial Intelligence (AI), B2B, Computer Vision, Machine Learning, SaaS, Software",Berlin,Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,22481,seed,20032,2022-11-01,,,,2,Raised,seed,6392883,4812525,11,,deltia,Deltia,"Nov 1, 2022",Pre Seed Round - Deltia,https://www.crunchbase.com/funding_round/deltia-pre-seed--cb11251c,2,,Merantix Capital
Phrase,phrase-app,"Artificial Intelligence (AI), Education, Information Technology, Project Management, SaaS, Software, Translation Service, Web Design",Hamburg,"Phrase is a software localization platform that provides API, integrations, and translation editor services.",22640,m_and_a,20173,2012-04-01,,,,1,Raised,debt_financing,13445996,13445996,1,r_00001000,phrase-app,Phrase,"Jul 19, 2023",Debt Financing - Phrase,https://www.crunchbase.com/funding_round/phrase-app-debt-financing--ec48c50a,1,,CIBC Innovation Banking
Diligent,diligent-348c,"Artificial Intelligence (AI), Industrial Automation, Information Technology",Berlin,Diligent helps fintechs and banks to automate and strengthen risk and compliance operations with Large Language Models,22666,seed,20194,2023-01-01,,,,1,Raised,pre_seed,500000,500000,1,,diligent-348c,Diligent,"Feb 6, 2024",Pre Seed Round - Diligent,https://www.crunchbase.com/funding_round/diligent-348c-pre-seed--100a9750,1,,Y Combinator
ExoMatter,exomatter,"Artificial Intelligence (AI), Chemical, Information Technology, Product Research, SaaS, Software",Munich,ExoMatter is a SaaS platform that accelerates materials development with AI-based software.,23157,seed,20650,2022-03-01,,,,3,Raised,pre_seed,3879556,1840026,11,r_00001000,exomatter,ExoMatter,"Oct 24, 2024",Pre Seed Round - ExoMatter,https://www.crunchbase.com/funding_round/exomatter-pre-seed--910c19e9,5,,Vanagon Ventures
ExoMatter,exomatter,"Artificial Intelligence (AI), Chemical, Information Technology, Product Research, SaaS, Software",Munich,ExoMatter is a SaaS platform that accelerates materials development with AI-based software.,23157,seed,20650,2022-03-01,,,,3,Raised,pre_seed,3879556,1840026,11,r_00001000,exomatter,ExoMatter,"Dec 6, 2023",Angel Round - ExoMatter,https://www.crunchbase.com/funding_round/exomatter-angel--3e4d2e21,2,,
